Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
AMC Entertainment Holdings acquires ODEON & UCI Cinemas Group,ODEON & UCI Cinemas Group,AMC Entertainment Holdings,07/12/2016,"$1,210,000,000"
K12 acquires LearnBop,LearnBop,K12,08/04/2014,
BMC Software acquires Boundary,Boundary,BMC Software,08/18/2015,
Pinterest acquires Math Camp,Math Camp,Pinterest,07/15/2016,
MenschDanke Group acquires Versus,Versus,MenschDanke Group,07/20/2016,
Stingray acquires Songl,Songl,Stingray,12/14/2015,
Asia Deal Group acquires Deal Dozen,Deal Dozen,Asia Deal Group,01/06/2014,
Gartner acquires Senexx,Senexx,Gartner,06/30/2014,
IZEA acquires ZenContent,ZenContent,IZEA,08/02/2016,"$4,500,000"
Network Locum acquires RLocums,RLocums,Network Locum,08/05/2016,
Naspers acquires Citrus Payment Solutions,Citrus Payment Solutions,Naspers,08/08/2016,"$180,000,000"
SendGrid acquires Message Bus,Message Bus,SendGrid,06/10/2015,
Xact Data Discovery acquires Flash Discovery,Flash Discovery,Xact Data Discovery,10/17/2012,
Facebook acquires Daytum,Daytum,Facebook,04/27/2011,
Vapor Corp acquires Vaporin,Vaporin,Vapor Corp,12/18/2014,
Glu Mobile acquires Blammo Games,Blammo Games,Glu Mobile,08/03/2011,"$28,000,000"
Endurance International acquires Webzai,Webzai,Endurance International,11/01/2014,
Centrica acquires Direct Energy,Direct Energy,Centrica,07/07/2000,"$912,000,000"
Skydera acquires JetJaw,JetJaw,Skydera,08/02/2013,
Globaldyne acquires EXE Defense Systems,EXE Defense Systems,Globaldyne,04/01/2013,
peoplefund.it acquires WeDidThis.org.uk,WeDidThis.org.uk,peoplefund.it,03/12/2012,
Branovate LTD acquires ThinkProper,ThinkProper,Branovate LTD,03/01/2012,
Revconu acquires RoomSurge.com,RoomSurge.com,Revconu,05/01/2012,
Vringo acquires Innovate/Protect,Innovate/Protect,Vringo,07/01/2012,
Fliptop acquires Qwerly,Qwerly,Fliptop,11/01/2011,
UltraPlay acquires Imperator,Imperator,UltraPlay,08/01/2012,
[x+1] acquires UberTags,UberTags,[x+1],02/19/2013,
CapRally acquires Pitchbrite,Pitchbrite,CapRally,01/01/2013,
Buytopia acquires gobabu.com,gobabu.com,Buytopia,07/01/2012,
Clutch acquires Sqoot,Sqoot,Clutch,05/01/2013,
Mason Street Labs acquires PassionFox,PassionFox,Mason Street Labs,08/01/2011,
We Heart It acquires Embly,Embly,We Heart It,04/22/2013,
Thumbprint Entertainment LTD acquires RipIt Films,RipIt Films,Thumbprint Entertainment LTD,01/31/2014,
WhoKnows acquires akatoo,akatoo,WhoKnows,06/01/2012,
Massive Media acquires Chirpme,Chirpme,Massive Media,12/01/2013,
Blackwood Holdings Group acquires Group One Project Advisors,Group One Project Advisors,Blackwood Holdings Group,01/01/2013,
Parchment acquires Vizualize.Me,Vizualize.Me,Parchment,10/15/2013,
Notelog acquires NoteWagon,NoteWagon,Notelog,04/01/2012,
IAC acquires CraftJack,CraftJack,IAC,11/26/2012,
Onevest acquires RockThePost,RockThePost,Onevest,07/16/2014,
takealot.com acquires Superbalist,Superbalist,takealot.com,08/01/2014,
Moda Operandi acquires ModeWalk,ModeWalk,Moda Operandi,10/30/2014,
Ingenology acquires Wavelength Media,Wavelength Media,Ingenology,12/31/2013,
Appota acquires Applancer,Applancer,Appota,01/01/2015,
Control acquires Striped,Striped,Control,05/05/2014,
iLab Ventures acquires unnado,unnado,iLab Ventures,12/01/2011,
Change acquires WIZEE,WIZEE,Change,03/01/2013,
Blueye acquires Convometrics,Convometrics,Blueye,08/01/2014,
DataRank acquires Cains Retail,Cains Retail,DataRank,12/01/2011,
Purch acquires Consumr,Consumr,Purch,03/03/2015,
Tamedia acquires Moneypark AG,Moneypark AG,Tamedia,08/01/2014,
ImpactAlpha acquires ImpactSpace,ImpactSpace,ImpactAlpha,04/21/2015,
KupiVIP acquires Sapato.ru,Sapato.ru,KupiVIP,04/20/2015,
Metric Collective acquires Addressreport,Addressreport,Metric Collective,01/01/2014,
Caixa Capital Risc acquires Minoryx Therapeutics,Minoryx Therapeutics,Caixa Capital Risc,12/31/2014,
Perseus acquires Twin Lakes Ventures LLC,Twin Lakes Ventures LLC,Perseus,02/26/2014,
Brit + Co acquires Snapguide,Snapguide,Brit + Co,06/09/2015,
Samba TV acquires Filmaster,Filmaster,Samba TV,06/15/2015,
Wondersoft acquires Leads24,Leads24,Wondersoft,07/01/2015,
KnowledgeOwl acquires HelpGizmo,HelpGizmo,KnowledgeOwl,06/17/2015,
Accenture acquires Tquila,Tquila,Accenture,05/06/2015,
TripVillas acquires A Break Please,A Break Please,TripVillas,10/01/2013,
Veeva acquires Selligy,Selligy,Veeva,07/10/2015,
ShopKeep acquires Ambur,Ambur,ShopKeep,09/21/2015,
Gone acquires Yardsale,Yardsale,Gone,10/19/2015,
Curacity acquires Want Me Get Me,Want Me Get Me,Curacity,10/20/2015,
Restaurant Brands International acquires Brewster,Brewster,Restaurant Brands International,10/23/2015,
Mesheable acquires Amor Creations,Amor Creations,Mesheable,11/09/2014,
ShopKeep acquires Refulgent Software,Refulgent Software,ShopKeep,12/08/2015,
RecargaPay acquires Cupoint,Cupoint,RecargaPay,10/01/2013,
RecargaPay acquires Clickae,Clickae,RecargaPay,09/01/2013,
Rocket Internet acquires Food Mesenger,Food Mesenger,Rocket Internet,03/04/2015,
Shelfbucks acquires Emmoco,Emmoco,Shelfbucks,01/12/2016,
Matchless London acquires European M Symbol Ltd,European M Symbol Ltd,Matchless London,06/01/2012,
AdUnity acquires Ad Serving Factory Srl,Ad Serving Factory Srl,AdUnity,07/01/2015,
Ntegra Ltd. acquires RedArk,RedArk,Ntegra Ltd.,09/01/2014,
"Innosect (fka Innovation Cafe, LLC) acquires Talent Planning Solutions, Inc.","Talent Planning Solutions, Inc.","Innosect (fka Innovation Cafe, LLC)",07/01/2015,
Ströer Media acquires Social Media Interactive,Social Media Interactive,Ströer Media,03/14/2016,
N2Vlabs acquires 01zv,01zv,N2Vlabs,12/01/2011,
HireVue acquires Candidate Metrics,Candidate Metrics,HireVue,08/01/2016,
Slevomat Ventures acquires DameJidlo,DameJidlo,Slevomat Ventures,10/22/2012,"$240,000"
Barbara Liszewska-Machalska acquires Biznes Spot,Biznes Spot,Barbara Liszewska-Machalska,10/24/2015,
Paradigma Business Solutions acquires Clicbusiness,Clicbusiness,Paradigma Business Solutions,09/06/2016,
Bownty acquires Smap In,Smap In,Bownty,06/01/2013,
Starfruit acquires StarMaker Interactive,StarMaker Interactive,Starfruit,08/10/2016,
THE FIFTH COLLECTION acquires Robe Raiders,Robe Raiders,THE FIFTH COLLECTION,12/31/2014,
Linas Matkasse acquires Keittiökaveri,Keittiökaveri,Linas Matkasse,08/25/2016,
MACM LLC acquires Wealth Sprout,Wealth Sprout,MACM LLC,01/01/2012,
