Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Penn National Gaming acquires Rocket Games,Rocket Games,Penn National Gaming,08/03/2016,"$170,000,000"
Apple acquires Turi,Turi,Apple,08/05/2016,
Walmart acquires Jet,Jet,Walmart,08/08/2016,"$3,000,000,000"
Facebook acquires Eyegroove,Eyegroove,Facebook,08/08/2016,
Hooch acquires Flux,Flux,Hooch,06/23/2016,
Megaport acquires OM-NIX Group AD,OM-NIX Group AD,Megaport,07/29/2016,
Fidelis Cybersecurity acquires Resolution1 Security,Resolution1 Security,Fidelis Cybersecurity,05/14/2015,
Kensey Nash Corporation acquires Medical Adhesive,Medical Adhesive,Kensey Nash Corporation,01/31/2011,
Quartics acquires Avaz Networks,Avaz Networks,Quartics,02/02/2004,
NantHealth acquires Health Heritage,Health Heritage,NantHealth,10/26/2015,
Globaldyne acquires The View Collection,The View Collection,Globaldyne,08/01/2014,
ventureboyz llc acquires SocialRankz,SocialRankz,ventureboyz llc,10/01/2015,
Zipfian Academy acquires BayesCamp,BayesCamp,Zipfian Academy,06/10/2013,
Edevate acquires MOOCDOM,MOOCDOM,Edevate,09/01/2013,"$200,000"
Mason Street Labs acquires Senator Club,Senator Club,Mason Street Labs,08/01/2013,
Global Asset Management acquires American Fantasy Entertainment Group,American Fantasy Entertainment Group,Global Asset Management,07/12/2013,"$6,500,000"
Beamonte Investments acquires KCMX Capital,KCMX Capital,Beamonte Investments,04/24/2014,
Doorman acquires Luna – Moonlit Deliveries,Luna – Moonlit Deliveries,Doorman,05/06/2014,
Bee There LLC acquires The Block Project,The Block Project,Bee There LLC,03/27/2014,
Jut Inc acquires Sessionbox,Sessionbox,Jut Inc,05/01/2014,
SaltMines Group acquires moveCHECK,moveCHECK,SaltMines Group,10/01/2014,
Mercy Alliance International acquires World Help Solutions,World Help Solutions,Mercy Alliance International,12/19/2014,
99DRONES acquires Drones.net,Drones.net,99DRONES,10/31/2014,
NewBay Media acquires RatingsIntel,RatingsIntel,NewBay Media,04/10/2014,
Metric Collective acquires SmallBusinessPost,SmallBusinessPost,Metric Collective,06/01/2014,
RecoBell acquires LOOKET,LOOKET,RecoBell,01/16/2015,
Yello Mobile acquires RecoBell,RecoBell,Yello Mobile,09/01/2014,
Metric Collective acquires Dandelion,Dandelion,Metric Collective,04/01/2015,
CenturyLink acquires Orchestrate,Orchestrate,CenturyLink,04/22/2015,
Tripda acquires Hagamospool.com,Hagamospool.com,Tripda,04/01/2015,
Credit-Aid: Credit Repair Software acquires Credit Repair Cloud,Credit Repair Cloud,Credit-Aid: Credit Repair Software,01/01/2014,
Clayton Associates acquires Staffing as a Mission,Staffing as a Mission,Clayton Associates,05/13/2015,
Housing.com acquires RealtyBI,RealtyBI,Housing.com,06/01/2015,"$2,000,000"
GoForge acquires HybridSite Web Services,HybridSite Web Services,GoForge,03/01/2015,
Datappaloosa Inc. acquires San Francisco Convention & Meeting Planners,San Francisco Convention & Meeting Planners,Datappaloosa Inc.,06/04/2015,
Synchronoss Technologies acquires Younited,Younited,Synchronoss Technologies,02/04/2015,"$60,000,000"
Payfort acquires White Payments,White Payments,Payfort,06/29/2015,
Digital Asset acquires Bits Of Proof,Bits Of Proof,Digital Asset,06/25/2015,
Maker Studios acquires Instafluence,Instafluence,Maker Studios,07/09/2015,
B2W Digital acquires Admatic,Admatic,B2W Digital,07/01/2015,
Animail acquires zoozoocom,zoozoocom,Animail,08/11/2015,
TwistedFingers Ltd. acquires VPNCompare.co.uk,VPNCompare.co.uk,TwistedFingers Ltd.,04/01/2015,
Thumbtack acquires HeartThis,HeartThis,Thumbtack,09/03/2015,
Codex acquires CampaignEQ,CampaignEQ,Codex,08/01/2015,
Workday acquires GridCraft,GridCraft,Workday,04/25/2015,
WorkWave acquires RefGo,RefGo,WorkWave,09/10/2015,
Apple acquires Mapsense,Mapsense,Apple,09/15/2015,"$25,000,000"
FanDuel acquires AlphaDraft,AlphaDraft,FanDuel,09/24/2015,
Gone acquires FOBO,FOBO,Gone,10/19/2015,
ROLI acquires Blend.io,Blend.io,ROLI,10/23/2015,
Masae Analytics acquires 4G Analytics,4G Analytics,Masae Analytics,01/01/2015,
Globaldyne acquires Gridiron Consolidated,Gridiron Consolidated,Globaldyne,10/07/2014,
The View Collection acquires Design Motif,Design Motif,The View Collection,05/15/2015,
GEAR International acquires Design Motif,Design Motif,GEAR International,09/17/2015,
Qieon Research acquires Turing Enigma Machines LLC,Turing Enigma Machines LLC,Qieon Research,12/17/2015,
Unbounce acquires Rooster Engagement Tools,Rooster Engagement Tools,Unbounce,06/29/2015,
jelp acquires recomendado.mx,recomendado.mx,jelp,01/01/2015,"$200,000"
"Viral, Inc. acquires AdSplash Group, Inc.","AdSplash Group, Inc.","Viral, Inc.",11/20/2015,
MercadoLibre acquires Mango,Mango,MercadoLibre,02/12/2016,
Homee acquires ZOOM interiors,ZOOM interiors,Homee,01/01/2016,
"Phoenix Asset Management acquires 4Sight Development, LLC","4Sight Development, LLC",Phoenix Asset Management,05/01/2013,
BoxWhole Industries acquires YourWholesaleSpot.com,YourWholesaleSpot.com,BoxWhole Industries,08/11/2015,
Phenix Groupe acquires Insert,Insert,Phenix Groupe,04/26/2012,
Twitter acquires Peer,Peer,Twitter,04/07/2016,
Abstracta acquires Monkop,Monkop,Abstracta,03/01/2016,
Wearable Technologies Limited acquires ICE ID Solutions Limited,ICE ID Solutions Limited,Wearable Technologies Limited,12/05/2014,
AOL acquires Nito Inc.,Nito Inc.,AOL,04/01/2016,
Editsoft Digital acquires DU Khabar,DU Khabar,Editsoft Digital,12/01/2015,"₹1,000,000"
POPSUGAR acquires Ontopic,Ontopic,POPSUGAR,08/03/2015,
Bayer - Germany acquires Zoner.ag,Zoner.ag,Bayer - Germany,02/15/2016,
Square acquires Storehouse,Storehouse,Square,06/14/2016,
MMI Holdings acquires Moneyhub,Moneyhub,MMI Holdings,05/08/2014,
IVY acquires CultureHorde,CultureHorde,IVY,12/16/2015,
Vix Solutions acquires Reportus,Reportus,Vix Solutions,01/01/2016,"£1,500,000"
Infuse acquires SimpliFit,SimpliFit,Infuse,07/01/2015,
Venture Capital World Summit Ltd acquires Resender,Resender,Venture Capital World Summit Ltd,07/01/2016,"£15,000"
C3 Presents acquires Passto,Passto,C3 Presents,04/13/2016,
Hello Alfred acquires Wunwun,Wunwun,Hello Alfred,05/11/2015,
Livspace acquires DezignUp,DezignUp,Livspace,03/30/2015,
Thomas H. Lee Partners acquires Prime Risk Partners,Prime Risk Partners,Thomas H. Lee Partners,04/21/2014,
The Sportswear Group acquires SportStylist,SportStylist,The Sportswear Group,09/01/2016,
Vindi acquires aceitaFacil Pagamentos,aceitaFacil Pagamentos,Vindi,07/01/2016,"R$500,000"
Global Governance Solutions acquires novashare solutions,novashare solutions,Global Governance Solutions,03/01/2016,
GroupSense acquires FortSec,FortSec,GroupSense,01/01/2016,
United Stations Radio Networks acquires Universal Comedy Network,Universal Comedy Network,United Stations Radio Networks,09/19/2016,
Genscape acquires Weft,Weft,Genscape,06/06/2016,
LiveUniverse acquires Jangl,Jangl,LiveUniverse,05/01/2008,
Linas Matkasse acquires Adams Matkasse,Adams Matkasse,Linas Matkasse,01/01/2013,
Jerusalem Venture Partners (JVP) acquires CyActive,CyActive,Jerusalem Venture Partners (JVP),04/01/2014,
Capital One acquires Paribus,Paribus,Capital One,10/06/2015,
