Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Proximity Insight acquires Alluring Logic,Alluring Logic,Proximity Insight,05/01/2016,
Persistent Systems acquires GENWI,GENWI,Persistent Systems,04/01/2016,
Western Refining acquires Northern Tier Energy,Northern Tier Energy,Western Refining,11/11/2013,
Adloop acquires MerchantAtlas,MerchantAtlas,Adloop,05/04/2016,
Centana Growth Partners acquires Jumio,Jumio,Centana Growth Partners,05/06/2016,
Apax Partners acquires The Sandaya Group,The Sandaya Group,Apax Partners,05/18/2016,
HelloTech acquires Geekatoo,Geekatoo,HelloTech,05/23/2016,
INTERA Petroleum Consultants acquires CR Petroleum Optimization Technologies,CR Petroleum Optimization Technologies,INTERA Petroleum Consultants,05/24/2016,
TVS Automobile Solutions acquires Jazzmyride,Jazzmyride,TVS Automobile Solutions,05/23/2016,
Discovery Data acquires Meridian-IQ,Meridian-IQ,Discovery Data,05/16/2016,
Envysion acquires Next Wave,Next Wave,Envysion,05/27/2016,
Risk Strategies Company acquires OakBridge Advisors,OakBridge Advisors,Risk Strategies Company,06/02/2016,
Samtec acquires nMode Solutions,nMode Solutions,Samtec,06/02/2016,
Sentinel Capital Partners acquires The Luminaires Group,The Luminaires Group,Sentinel Capital Partners,06/09/2016,
i3 Verticals acquires RentShare,RentShare,i3 Verticals,12/31/2014,
Elwood Staffing acquires White Staffing Management,White Staffing Management,Elwood Staffing,06/08/2016,
QualMetrix acquires Visual Intelligence,Visual Intelligence,QualMetrix,11/08/2013,
Access Holdings acquires Foundation Partners Group LLC,Foundation Partners Group LLC,Access Holdings,06/25/2015,
Fishidy acquires FishingScout,FishingScout,Fishidy,06/23/2016,
Carmike Cinemas acquires DigiPlex Destinations,DigiPlex Destinations,Carmike Cinemas,08/15/2014,
Baidu acquires Peixe Urbano,Peixe Urbano,Baidu,10/09/2014,
XLerate Group acquires EPI-El Paso,EPI-El Paso,XLerate Group,06/28/2016,
Animoca acquires TicBits,TicBits,Animoca,07/04/2016,"€2,350,000"
K12 acquires LearnBop,LearnBop,K12,08/04/2014,
TPG (formerly Texas Pacific Group) acquires Beaver-Visitec International,Beaver-Visitec International,TPG (formerly Texas Pacific Group),07/18/2016,
Expedia acquires Trover,Trover,Expedia,07/21/2016,
Independent Publishers Group acquires INscribe Digital,INscribe Digital,Independent Publishers Group,07/14/2016,
Brokerstudio S.r.l. acquires iO S.r.l. - Insurance Outfitter,iO S.r.l. - Insurance Outfitter,Brokerstudio S.r.l.,12/17/2015,
Medium acquires Embedly,Embedly,Medium,08/02/2016,
Ripple News acquires Hoodline,Hoodline,Ripple News,08/03/2016,
Deloitte acquires Sixtree,Sixtree,Deloitte,07/19/2016,
Cuddle Clones acquires cartoonize My Pet,cartoonize My Pet,Cuddle Clones,08/04/2016,
Soluble Therapeutics acquires Dilyx Biotechnologies,Dilyx Biotechnologies,Soluble Therapeutics,10/01/2014,
PreVu Data acquires Illuminate360,Illuminate360,PreVu Data,12/30/2015,
Bridgeline Digital acquires TMX Interactive,TMX Interactive,Bridgeline Digital,05/11/2010,"$1,700,000"
Endurance International acquires BigRock,BigRock,Endurance International,01/29/2014,
Curtiss-Wright acquires Ovalpath,Ovalpath,Curtiss-Wright,10/02/2013,"$3,000,000"
BigBasket acquires Delyver.com,Delyver.com,BigBasket,06/12/2015,
Amplified Holdings acquires Checkout.com,Checkout.com,Amplified Holdings,01/02/2002,
Kynetic acquires ShopRunner,ShopRunner,Kynetic,06/01/2011,
Skydera acquires JetJaw,JetJaw,Skydera,08/02/2013,
STS Semiconductor & Telecommunications acquires Phoenix Semiconductor Philippines Corp (PSPC),Phoenix Semiconductor Philippines Corp (PSPC),STS Semiconductor & Telecommunications,04/05/2010,
On Top Results acquires iPad Case,iPad Case,On Top Results,08/01/2010,
WildEarth Media acquires Ocean Television,Ocean Television,WildEarth Media,11/01/2010,
WildEarth Media acquires Safari.TV,Safari.TV,WildEarth Media,03/01/2010,
Binary Digits acquires PoundWire,PoundWire,Binary Digits,06/01/2011,
PicRate.Me acquires PalzCity,PalzCity,PicRate.Me,02/01/2011,
Charlie acquires FabFitFun,FabFitFun,Charlie,12/01/2010,
HomeShop18 acquires CoinJoos.com,CoinJoos.com,HomeShop18,07/01/2011,
kgb acquires TheDealist,TheDealist,kgb,10/19/2011,
"Rant, Inc. acquires FanAttic Network",FanAttic Network,"Rant, Inc.",01/05/2012,
Doctor.com acquires PracticeBrain,PracticeBrain,Doctor.com,01/01/2012,
Fliptop acquires Qwerly,Qwerly,Fliptop,11/01/2011,
McGarryGadGets (McG3) acquires Creative Barcode,Creative Barcode,McGarryGadGets (McG3),11/26/2012,
Appwapp acquires Hostraft.com,Hostraft.com,Appwapp,08/01/2010,
Brickfish acquires PIO Social,PIO Social,Brickfish,07/28/2011,
SiriusTraffic.com acquires SiriusDigitalMedia.com,SiriusDigitalMedia.com,SiriusTraffic.com,12/17/2012,"$279,000"
Social & Beyond acquires Wireless BCN,Wireless BCN,Social & Beyond,05/13/2013,
StubHub acquires RollCall (roll.to),RollCall (roll.to),StubHub,02/01/2012,"$10,000,000"
FastCab acquires TaxiNow,TaxiNow,FastCab,06/01/2013,
Kiwi.com acquires WhichAirline,WhichAirline,Kiwi.com,01/01/2014,
BuySellAds acquires Carbon Ads,Carbon Ads,BuySellAds,12/01/2012,
TreeHouse Foods acquires Flagstone Foods,Flagstone Foods,TreeHouse Foods,06/30/2014,"$860,000,000"
LivingSocial acquires Grupfoni,Grupfoni,LivingSocial,08/01/2011,
LocalHitz acquires Digital BreadCrumb,Digital BreadCrumb,LocalHitz,05/21/2012,
Games2Win acquires Backyard Game FactorRy,Backyard Game FactorRy,Games2Win,06/06/2014,
Alibaba acquires Umeng,Umeng,Alibaba,04/26/2013,
Rhapsody acquires Schematic Labs,Schematic Labs,Rhapsody,08/04/2014,
iLab Ventures acquires unnado,unnado,iLab Ventures,12/01/2011,
Invertalia acquires Alter Core,Alter Core,Invertalia,01/01/2014,
Google acquires Numovis Inc,Numovis Inc,Google,04/25/2011,
Metric Collective acquires FranchiseHelp,FranchiseHelp,Metric Collective,01/01/2015,
Textbook Rental Canada acquires BookMob,BookMob,Textbook Rental Canada,02/01/2014,
Tradus acquires buytheprice,buytheprice,Tradus,03/01/2013,
KupiVIP acquires Sapato.ru,Sapato.ru,KupiVIP,04/20/2015,
Spreadshirt acquires Vitrinepix,Vitrinepix,Spreadshirt,07/01/2014,
Trinet acquires Cost Cooperative,Cost Cooperative,Trinet,02/01/2014,
Travel Network AU acquires TourBus.com.au,TourBus.com.au,Travel Network AU,09/21/2010,
iVoucher acquires TipToken,TipToken,iVoucher,05/04/2012,
NetCycler acquires Swaptree Inc.,Swaptree Inc.,NetCycler,09/01/2012,
Dreamlines acquires 1000cruises,1000cruises,Dreamlines,11/14/2013,
Cisco acquires vCider,vCider,Cisco,10/04/2012,
Accenture acquires Chaotic Moon Studios,Chaotic Moon Studios,Accenture,07/22/2015,
YuuZoo Corporation acquires Camigo Media,Camigo Media,YuuZoo Corporation,08/18/2015,
Tremor Video acquires TVN,TVN,Tremor Video,08/01/2015,
Ticketmaster acquires GetGuestlist,GetGuestlist,Ticketmaster,04/01/2012,
M&C Saatchi acquires Creative Spark,Creative Spark,M&C Saatchi,11/26/2015,
"Arxis Capital acquires Rexante, LLC","Rexante, LLC",Arxis Capital,12/03/2015,
DrFirst acquires iPrescribe,iPrescribe,DrFirst,01/12/2016,
Bluebridge acquires Cadence Consulting,Cadence Consulting,Bluebridge,02/10/2016,
MercadoLibre acquires Monits,Monits,MercadoLibre,02/26/2016,
"OpenTech Alliance, Inc. acquires Hub Media Marketing",Hub Media Marketing,"OpenTech Alliance, Inc.",07/17/2014,
"Apogee, Inc. acquires Orca TV",Orca TV,"Apogee, Inc.",09/20/2016,
BlackFin Capital Partners acquires Chiarezza.it,Chiarezza.it,BlackFin Capital Partners,04/01/2012,
Zynga acquires PuzzleSocial,PuzzleSocial,Zynga,07/01/2016,
